Transaction_ID,Customer_ID,Month,Monthly_Income,Monthly_Expense,Card_Spend_Retail,Card_Spend_Travel,Card_Spend_Bills,Delinquency_Flag,Overdue_Days
TXN0000057,CUST0005,4/1/2025,43168.83,30688.36,7615.71,2889.54,20183.11,0,0
TXN0000058,CUST0005,5/1/2025,35922.55,26333.43,11177.93,4916.46,10239.04,0,0
TXN0000059,CUST0005,6/1/2025,46922.69,33401.93,13344.56,6307.77,13749.6,0,0
TXN0000060,CUST0005,7/1/2025,35514.42,27220.07,16332.04,4930.81,5957.22,0,0
TXN0000061,CUST0006,8/1/2024,28531.72,19399.47,6705.85,1277.98,11415.63,0,0
TXN0000062,CUST0006,9/1/2024,23497.54,15349.23,4778.23,815.91,9755.08,0,0
TXN0000063,CUST0006,10/1/2024,26657.23,19261.67,4525.12,1122.55,13614,0,0
TXN0000064,CUST0006,11/1/2024,21553.24,19426.32,4501.01,3364.49,11560.82,0,0
TXN0000065,CUST0006,12/1/2024,29578.92,21301.35,6589.57,5252.69,9459.1,0,0
TXN0000066,CUST0006,1/1/2025,27883.88,15740.41,7205.08,3805.66,4729.68,0,0
TXN0000067,CUST0006,2/1/2025,24928.87,16258.92,4711.5,2981.62,8565.8,0,0
TXN0000068,CUST0006,3/1/2025,28368,16820.04,2600.2,2429.76,11790.08,0,0
TXN0000069,CUST0006,4/1/2025,25129.36,14563.73,2950.75,2150.64,9462.34,1,15
TXN0000070,CUST0006,5/1/2025,25864.55,20728.22,7306.21,414.56,13007.44,0,0
TXN0000071,CUST0006,6/1/2025,28311.4,18593.06,7026.15,3865,7701.91,0,0
TXN0000072,CUST0006,7/1/2025,27022.37,21419.1,8451.98,6328.13,6638.99,0,0
TXN0000073,CUST0007,8/1/2024,253674.11,200469.88,90353.82,4009.4,106106.67,1,10
TXN0000074,CUST0007,9/1/2024,247472.87,143208.26,39044.24,10559.05,93604.97,0,0
TXN0000075,CUST0007,10/1/2024,223774.41,160583.68,70841.66,20098.1,69643.92,0,0
TXN0000076,CUST0007,11/1/2024,267120.86,178326.26,71705.98,16248.46,90371.82,0,0
TXN0000077,CUST0007,12/1/2024,228536.46,171513.5,27665.35,3430.27,137210.8,0,0
TXN0000078,CUST0007,1/1/2025,220920.1,173646.33,62953.03,41273.53,69419.77,0,0
TXN0000079,CUST0007,2/1/2025,282975.19,179937.96,32935.16,17893.87,129108.93,0,0
TXN0000080,CUST0007,3/1/2025,271360.27,204605.34,20460.53,46548.66,137596.14,0,0
TXN0000081,CUST0007,4/1/2025,223146.17,141904.97,63301.05,14108.02,64495.9,0,0
TXN0000082,CUST0007,5/1/2025,279420.92,217615.46,90592.01,44801.16,82222.29,0,0
TXN0000083,CUST0007,6/1/2025,257559.67,190468.95,104941.73,3809.38,81717.84,0,0
TXN0000084,CUST0007,7/1/2025,250565.55,165078.92,40320.16,26864.53,97894.24,0,0
TXN0000085,CUST0008,8/1/2024,56547.76,39026.64,10771.98,6469.63,21785.03,0,0
TXN0000086,CUST0008,9/1/2024,57823.6,50296.44,19672.73,7296.43,23327.28,0,0
TXN0000087,CUST0008,10/1/2024,53158.6,38561.91,10612.19,771.24,27178.48,0,0
TXN0000088,CUST0008,11/1/2024,60693.98,46143.55,18948.84,5227.4,21967.31,0,0
TXN0000089,CUST0008,12/1/2024,71241.72,44965.72,14423.95,8958.74,21583.03,0,0
TXN0000090,CUST0008,1/1/2025,49576.64,33872,10775.48,5827.12,17269.39,0,0
TXN0000091,CUST0008,2/1/2025,58629.33,41526.04,15888,7186.74,18451.31,0,0
TXN0000092,CUST0008,3/1/2025,66875.59,51941.39,25168.25,14776,11997.14,0,0
TXN0000093,CUST0008,4/1/2025,63270.32,57246.23,17047.68,7594.1,32604.44,0,0
TXN0000094,CUST0008,5/1/2025,58792.54,33602.59,13374.96,5957.73,14269.89,0,0
TXN0000095,CUST0008,6/1/2025,59297.96,44482.93,23146.25,9447.94,11888.74,1,10
TXN0000096,CUST0008,7/1/2025,55533.61,40401.76,18557.54,6660.91,15183.31,0,0
TXN0000097,CUST0009,8/1/2024,284131.89,183311.27,37450.31,36949.38,108911.58,0,0
TXN0000098,CUST0009,9/1/2024,288312.09,216536.47,77126.81,31466.59,107943.08,0,0
TXN0000099,CUST0009,10/1/2024,252243.32,198169.62,110699.82,45300.1,42169.7,0,0
TXN0000100,CUST0009,11/1/2024,272645.17,172244.74,68318.53,19786.54,84139.67,0,0
TXN0000101,CUST0009,12/1/2024,272583.11,181489.01,72355.18,42301.56,66832.26,0,0
TXN0000102,CUST0009,1/1/2025,271427.43,170463.14,71406.65,12712.75,86343.74,0,0
TXN0000103,CUST0009,2/1/2025,296690.05,247823.96,100452.08,30578.16,116793.72,0,0
TXN0000104,CUST0009,3/1/2025,268510.41,152853.52,41696.12,16502.12,94655.28,0,0
TXN0000105,CUST0009,4/1/2025,286915.72,213562.48,91975.06,21033.26,100554.17,0,0
TXN0000106,CUST0009,5/1/2025,279152.49,155293.39,41091.84,12201.47,102000.09,0,0
TXN0000107,CUST0009,6/1/2025,324201.31,224923.04,63292.19,13136.8,148494.05,1,5
TXN0000108,CUST0009,7/1/2025,288756.9,239620.23,85176.97,30351.02,124092.23,0,0
TXN0000109,CUST0010,8/1/2024,27725.51,23159.16,3309.79,3603.76,16245.61,0,0
TXN0000110,CUST0010,9/1/2024,28698.61,25084.88,9997.42,6822.27,8265.19,0,0
TXN0000111,CUST0010,10/1/2024,29476.35,24397.48,14638.49,3111.19,6647.8,1,5
TXN0000112,CUST0010,11/1/2024,27172.58,21212.71,8334.51,4261.81,8616.39,0,0
TXN0000113,CUST0010,12/1/2024,30575.16,25705.74,12113.15,4215.05,9377.54,0,0
TXN0000114,CUST0010,1/1/2025,33403.15,22398.67,10203.6,447.97,11747.1,0,0
TXN0000115,CUST0010,2/1/2025,32000.23,21580.21,6488.43,3804.15,11287.63,0,0
TXN0000116,CUST0010,3/1/2025,31441.43,22120.48,10048.2,2353.11,9719.18,0,0
TXN0000117,CUST0010,4/1/2025,27365.69,17597.76,7025.58,2571.58,8000.6,0,0
TXN0000118,CUST0010,5/1/2025,28151.41,19530.24,10287.04,3264.81,5978.38,0,0
TXN0000119,CUST0010,6/1/2025,33086.87,25525.79,6038.43,964.93,18522.43,0,0
TXN0000120,CUST0010,7/1/2025,28542.45,19494.08,3982.24,822.16,14689.69,0,0
TXN0000121,CUST0011,8/1/2024,24922.97,20009.01,8554.53,3494.98,7959.51,0,0
TXN0000122,CUST0011,9/1/2024,23922.23,17464.79,4395.06,3501.21,9568.51,1,10
TXN0000123,CUST0011,10/1/2024,29293.23,21970.86,7695.62,1157.68,13117.56,0,0
TXN0000124,CUST0011,11/1/2024,25253.11,15963.83,6407.98,3367.22,6188.62,0,0
TXN0000125,CUST0011,12/1/2024,25368.2,16912.69,5166.02,3143.57,8603.1,1,60
TXN0000126,CUST0011,1/1/2025,29065.6,21850.89,6152.38,5969.51,9729,0,0
TXN0000127,CUST0011,2/1/2025,21957.1,16413.63,5845.67,4409.87,6158.08,0,0
TXN0000128,CUST0011,3/1/2025,20657.02,15554.54,7718.69,5711.81,2124.04,0,0
TXN0000129,CUST0011,4/1/2025,23042.37,18041.27,8213.46,2198.3,7629.52,0,0
TXN0000130,CUST0011,5/1/2025,24510.25,14625.26,5917.51,2576.4,6131.35,0,0
TXN0000131,CUST0011,6/1/2025,24597.02,17160.86,6639.49,2157.94,8363.43,0,0
TXN0000132,CUST0011,7/1/2025,28563.53,23940.57,8671.47,2295.67,12973.43,0,0
TXN0000133,CUST0012,8/1/2024,31914.2,21087.92,8493.05,4646.35,7948.52,0,0
TXN0000134,CUST0012,9/1/2024,32508.41,18587.12,4559.77,4444.69,9582.67,0,0
TXN0000135,CUST0012,10/1/2024,32222.85,20289.01,6699.76,2077.16,11512.08,0,0
TXN0000136,CUST0012,11/1/2024,33282.78,16500.06,8111.23,2329.07,6059.77,0,0
TXN0000137,CUST0012,12/1/2024,36930.05,27357.78,9010.2,547.16,17800.43,0,0
TXN0000138,CUST0012,1/1/2025,29561.26,20340.55,6482.79,3936.43,9921.33,0,0
TXN0000139,CUST0012,2/1/2025,31450.45,25181.54,10981.24,5334.06,8866.23,0,0
TXN0000140,CUST0012,3/1/2025,27538.26,21255.86,6325.6,4284.43,10645.84,0,0
TXN0000141,CUST0012,4/1/2025,30955.33,22095.17,7844.78,5251.66,8998.72,0,0
TXN0000142,CUST0012,5/1/2025,35726.37,23058.73,8688.68,791.16,13578.89,1,5
TXN0000143,CUST0012,6/1/2025,36447.01,26009.23,4263.17,4413.22,17332.84,0,0
TXN0000144,CUST0012,7/1/2025,33041.11,21235.48,6606.83,5497.94,9130.71,0,0
TXN0000145,CUST0013,8/1/2024,29801.16,23631.26,9622.57,4731.15,9277.54,0,0
TXN0000146,CUST0013,9/1/2024,36614.42,30135.48,15796.42,5510.34,8828.72,1,5
TXN0000147,CUST0013,10/1/2024,30494.31,22115.19,3643.35,4220.42,14251.42,0,0
TXN0000148,CUST0013,11/1/2024,38313.62,30750.52,10635.88,2368.37,17746.26,0,0
TXN0000149,CUST0013,12/1/2024,34838.19,28037.2,9990.67,4944.29,13102.24,0,0
TXN0000150,CUST0013,1/1/2025,31348.98,25153.34,6165.92,3572.33,15415.09,0,0
TXN0000151,CUST0013,2/1/2025,33252.11,28661.92,9499.85,3804.98,15357.09,0,0
TXN0000152,CUST0013,3/1/2025,32126.5,23810.48,6628.77,4014.07,13167.64,0,0
TXN0000153,CUST0013,4/1/2025,37888.12,37286.36,10587.61,9396.74,17302.01,0,0
TXN0000154,CUST0013,5/1/2025,35217.65,25402.66,7110.54,4097.77,14194.35,0,0
TXN0000155,CUST0013,6/1/2025,34287.91,27788.93,8561.25,3111.24,16116.43,0,0
TXN0000156,CUST0013,7/1/2025,33599.86,23337.06,6235.99,5960.78,11140.29,0,0
TXN0000157,CUST0014,8/1/2024,21042.83,12074.75,5036.69,277.34,6760.72,0,0
TXN0000158,CUST0014,9/1/2024,19878.35,14033.19,3900.97,1910.54,8221.68,0,0
TXN0000159,CUST0014,10/1/2024,17798.07,10438.98,2761.31,980.67,6697,0,0
TXN0000160,CUST0014,11/1/2024,22773.43,19286.82,2991.71,3547.7,12747.42,0,0
TXN0000161,CUST0014,12/1/2024,20663.2,14659.74,4592.18,2696.65,7370.91,0,0
TXN0000162,CUST0014,1/1/2025,19058.42,13127.49,5617.5,1063.47,6446.52,0,0
TXN0000163,CUST0014,2/1/2025,19925.02,12178.31,6107.57,2278.92,3791.82,0,0
TXN0000164,CUST0014,3/1/2025,18090.88,11878.54,3833.08,2487.39,5558.07,0,0
TXN0000165,CUST0014,4/1/2025,19403.9,13389.59,1479.37,2245.85,9664.37,0,0
TXN0000166,CUST0014,5/1/2025,17743.89,13357.75,3211.48,1197.88,8948.39,0,0
TXN0000167,CUST0014,6/1/2025,18466.63,13841.18,4081.07,1236.28,8523.82,0,0
TXN0000168,CUST0014,7/1/2025,20157.68,11189.46,4658.48,1931.69,4599.29,0,0
TXN0000169,CUST0015,8/1/2024,212200.44,153516.95,46691.39,38380.03,68445.53,0,0
TXN0000170,CUST0015,9/1/2024,202175.28,165608.76,24975.46,16022.78,124610.52,0,0
TXN0000171,CUST0015,10/1/2024,202573.22,156838.64,80811.16,30585.04,45442.45,0,0
TXN0000172,CUST0015,11/1/2024,188479.88,147109.75,55351.99,2942.19,88815.56,0,0
TXN0000173,CUST0015,12/1/2024,207149.7,147601.24,66396.46,35689.97,45514.81,1,10
TXN0000174,CUST0015,1/1/2025,175052.73,142731.56,66783.45,34137.82,41810.28,0,0
TXN0000175,CUST0015,2/1/2025,197966.24,117500.25,11750.03,21048.81,84701.42,0,0
TXN0000176,CUST0015,3/1/2025,204616.28,163949.55,98369.73,19398.63,46181.19,0,0
TXN0000177,CUST0015,4/1/2025,189268.2,130364.97,22588.53,42893.72,64882.72,0,0
TXN0000178,CUST0015,5/1/2025,170266.49,143885.36,64185.85,33413.63,46285.88,0,0
TXN0000179,CUST0015,6/1/2025,193512.18,163704.54,60582.09,36202.09,66920.36,1,15
TXN0000180,CUST0015,7/1/2025,208059.4,185146.08,78554.6,35500.73,71090.75,0,0
TXN0000181,CUST0016,8/1/2024,158254.07,127627.23,27048.07,24673.54,75905.62,0,0
TXN0000182,CUST0016,9/1/2024,149816.76,113249.15,18247.57,12282.53,82719.05,0,0
TXN0000183,CUST0016,10/1/2024,146722.32,101578.23,35267.9,2031.56,64278.77,0,0
TXN0000184,CUST0016,11/1/2024,141560.11,110057.95,34310.25,14400.76,61346.95,0,0
TXN0000185,CUST0016,12/1/2024,142548.68,102551.8,29034.8,23926.62,49590.38,0,0
TXN0000186,CUST0016,1/1/2025,127261.15,86880.72,13482.38,14706.8,58691.55,0,0
TXN0000187,CUST0016,2/1/2025,130655.46,96640.71,36409.9,17541.32,42689.49,0,0
TXN0000188,CUST0016,3/1/2025,161365.89,91050.91,31237.56,19355.6,40457.75,0,0
TXN0000189,CUST0016,4/1/2025,161501.48,116951.65,21460.59,9811.55,85679.52,0,0
TXN0000190,CUST0016,5/1/2025,136045.56,81265.65,30947.52,6546.98,43771.15,0,0
TXN0000191,CUST0016,6/1/2025,157081.13,90589.79,39370.77,24054.21,27164.8,0,0
TXN0000192,CUST0016,7/1/2025,140544.04,92808.99,32633.01,6172.36,54003.63,0,0
TXN0000193,CUST0017,8/1/2024,15564.56,9403.14,3582.34,1455.35,4365.44,0,0
TXN0000194,CUST0017,9/1/2024,15405.73,10366.21,3815.65,1484.79,5065.77,0,0
TXN0000195,CUST0017,10/1/2024,17292.88,10864.41,2859.8,2335.93,5668.68,0,0
TXN0000196,CUST0017,11/1/2024,16364.38,11445.05,4036.82,3495.1,3913.13,0,0
TXN0000197,CUST0017,12/1/2024,16623.81,10901.54,2655.51,717.28,7528.75,0,0
TXN0000198,CUST0017,1/1/2025,18382.56,11704.12,2859.67,920.62,7923.83,0,0
TXN0000199,CUST0017,2/1/2025,14928.17,10833.39,4737.97,1669.32,4426.1,0,0
TXN0000200,CUST0017,3/1/2025,17412.21,12664.21,4329.2,2370.62,5964.39,1,20
TXN0000201,CUST0017,4/1/2025,19518.31,12829.03,5454.73,1420.16,5954.14,0,0
TXN0000202,CUST0017,5/1/2025,19230.3,15050.66,6958.14,1891.05,6201.46,0,0
TXN0000203,CUST0017,6/1/2025,18583.65,11237.35,4556.45,1335.48,5345.43,0,0
TXN0000204,CUST0017,7/1/2025,17911.72,13719.9,5930.78,1749.62,6039.5,0,0
TXN0000205,CUST0018,8/1/2024,261168.44,173475.13,42714.25,38488.32,92272.56,0,0
TXN0000206,CUST0018,9/1/2024,294266.85,211877.55,78662.05,9430.38,123785.12,0,0
TXN0000207,CUST0018,10/1/2024,244343.55,180176.28,40660.95,24807.18,114708.15,0,0
TXN0000208,CUST0018,11/1/2024,296868.2,193634.2,69835.37,25490.03,98308.8,0,0
TXN0000209,CUST0018,12/1/2024,280494.81,177588.54,59555.37,29716.97,88316.19,0,0
TXN0000210,CUST0018,1/1/2025,297294.75,189102.39,44069.54,19000.11,126032.74,0,0
TXN0000211,CUST0018,2/1/2025,311866.33,221174.32,59465.57,45688.89,116019.87,0,0
TXN0000212,CUST0018,3/1/2025,255616.35,170829.07,33134.96,39188.81,98505.3,1,45
TXN0000213,CUST0018,4/1/2025,264342.47,206215.42,89001.93,47361.41,69852.08,0,0
TXN0000214,CUST0018,5/1/2025,320841.97,246470.61,90605.39,50495.04,105370.19,0,0
TXN0000215,CUST0018,6/1/2025,256800.2,181849.07,26175.96,18377.99,137295.12,0,0
TXN0000216,CUST0018,7/1/2025,274703.2,205985.13,65184.82,37063.36,103736.95,0,0
TXN0000217,CUST0019,8/1/2024,216252.57,132673.3,23653.02,27346.32,81673.96,0,0
TXN0000218,CUST0019,9/1/2024,206163.29,171711.57,65016.61,44902.32,61792.65,0,0
TXN0000219,CUST0019,10/1/2024,191965.02,148087.38,29511.92,17269.61,101305.85,0,0
TXN0000220,CUST0019,11/1/2024,236133.84,187653.97,79844.25,23864.83,83944.89,0,0
TXN0000221,CUST0019,12/1/2024,217464.48,175769.81,71676.29,12791.05,91302.47,1,20
TXN0000222,CUST0019,1/1/2025,215483.51,186020.37,67037.47,3720.41,115262.49,0,0
TXN0000223,CUST0019,2/1/2025,200801.31,127963.98,57031.76,10948.99,59983.22,0,0
TXN0000224,CUST0019,3/1/2025,229163.3,156574.49,48132.18,30969.84,77472.47,0,0
TXN0000225,CUST0019,4/1/2025,234961.85,161937.63,64749.93,6857.63,90330.06,0,0
TXN0000226,CUST0019,5/1/2025,198910.7,111470,38156.22,11881.85,61431.92,0,0
TXN0000227,CUST0019,6/1/2025,227303.26,152220.76,34372.78,36796.17,81051.8,0,0
TXN0000228,CUST0019,7/1/2025,212193.84,160474.4,74448.64,54807.23,31218.53,1,20
TXN0000229,CUST0020,8/1/2024,52467.89,27865,10392.13,3341.04,14131.83,1,20
TXN0000230,CUST0020,9/1/2024,53310.34,31373.87,6843.34,4041.18,20489.36,1,10
TXN0000231,CUST0020,10/1/2024,46967.95,22693.02,12330.51,3544.21,6818.3,0,0
TXN0000232,CUST0020,11/1/2024,42657.62,29635.48,13375.04,5760.97,10499.47,1,90
TXN0000233,CUST0020,12/1/2024,50521.94,35241.92,16049.98,4645.22,14546.73,0,0
TXN0000234,CUST0020,1/1/2025,51674.33,35031.05,6578.51,5023.35,23429.2,0,0
TXN0000235,CUST0020,2/1/2025,55776.5,41278.65,16042.57,5896.66,19339.42,0,0
TXN0000236,CUST0020,3/1/2025,51144.07,30542.81,13180.31,3318.43,14044.07,0,0
TXN0000237,CUST0020,4/1/2025,53016.81,44261.72,18295.07,7352.79,18613.85,0,0
TXN0000238,CUST0020,5/1/2025,54952.3,39118.01,12333.35,4458.14,22326.51,0,0
TXN0000239,CUST0020,6/1/2025,51265.48,30438.03,10729.77,4968.86,14739.39,0,0
TXN0000240,CUST0020,7/1/2025,54806.86,36488.41,11294.44,5405.6,19788.36,0,0
TXN0000241,CUST0021,8/1/2024,24982.47,15894.59,7151.11,573.34,8170.14,1,10
TXN0000242,CUST0021,9/1/2024,23286.56,16818.88,6432,1608.5,8778.37,0,0
TXN0000243,CUST0021,10/1/2024,25484.05,16253.57,6888.98,2875.01,6489.58,0,0
TXN0000244,CUST0021,11/1/2024,23429.74,16009.46,3920.48,1917.73,10171.25,0,0
TXN0000245,CUST0021,12/1/2024,24883.51,19532.72,7913.76,2657.78,8961.18,0,0
TXN0000246,CUST0021,1/1/2025,20763.68,16264.39,4499.75,475.91,11288.73,0,0
TXN0000247,CUST0021,2/1/2025,26254,19497.22,10203.53,5550.95,3742.74,0,0
TXN0000248,CUST0021,3/1/2025,22297.01,17301.28,5354.67,2497.45,9449.16,0,0
TXN0000249,CUST0021,4/1/2025,25159.53,17243.18,4870.18,344.86,12028.14,0,0
TXN0000250,CUST0021,5/1/2025,27121.79,20006.61,10858.64,4018.86,5129.1,0,0
TXN0000251,CUST0021,6/1/2025,23139.79,12465.97,4957.53,2562.45,4945.98,0,0
TXN0000252,CUST0021,7/1/2025,24014.57,13224.83,3712.11,2273.25,7239.47,0,0
TXN0000253,CUST0022,8/1/2024,82972.73,66808.09,34053.8,17960.75,14793.53,1,45
TXN0000254,CUST0022,9/1/2024,63852,46780.03,20641.76,13378.29,12759.98,0,0
TXN0000255,CUST0022,10/1/2024,80228.25,62569.14,15012.61,8834.48,38722.04,0,0
TXN0000256,CUST0022,11/1/2024,70529,44470.25,13589,1823.34,29057.91,0,0
TXN0000257,CUST0022,12/1/2024,68906.08,50169.79,17636.68,10249.65,22283.47,0,0
TXN0000258,CUST0022,1/1/2025,66527.19,57294.37,22544.24,1568.45,33181.68,0,0
TXN0000259,CUST0022,2/1/2025,70194.56,47468.32,14092.28,17853.29,15522.75,0,0
TXN0000260,CUST0022,3/1/2025,84618.7,62143.19,20445.87,11722.32,29974.99,0,0
TXN0000261,CUST0022,4/1/2025,83926.94,57119.33,20861.12,8348.5,27909.71,0,0
TXN0000262,CUST0022,5/1/2025,82527.82,60145.23,17119.39,3852.12,39173.72,0,0
TXN0000263,CUST0022,6/1/2025,70252.48,57263.97,19803.2,1145.28,36315.49,0,0
TXN0000264,CUST0022,7/1/2025,71530.73,46211.89,27727.14,12057.16,6427.6,0,0
TXN0000265,CUST0023,8/1/2024,69168.09,50593.36,18052.32,6761.75,25779.29,0,0
TXN0000266,CUST0023,9/1/2024,75194.76,50812.67,22314.36,10605.84,17892.46,1,45
TXN0000267,CUST0023,10/1/2024,69215.77,45060.85,10716.38,4143.13,30201.33,0,0
TXN0000268,CUST0023,11/1/2024,63293.42,45417.28,20569.9,6963.13,17884.25,0,0
TXN0000269,CUST0023,12/1/2024,62152.05,49590.38,12834.93,4318.82,32436.62,0,0
TXN0000270,CUST0023,1/1/2025,70698.17,43358.4,16789.9,5109.8,21458.7,0,0
TXN0000271,CUST0023,2/1/2025,67472.4,48657.83,11922.27,8924.12,27811.44,0,0
TXN0000272,CUST0023,3/1/2025,64086.05,57270.51,23059.15,9390.16,24821.2,0,0
TXN0000273,CUST0023,4/1/2025,72332.96,60022.49,20069.45,7158.92,32794.12,0,0
TXN0000274,CUST0023,5/1/2025,64758.38,53767.47,22855.55,4410.99,26500.93,0,0
TXN0000275,CUST0023,6/1/2025,66852.47,56669.63,19714.16,6939.32,30016.15,0,0
TXN0000276,CUST0023,7/1/2025,63765.88,47034.06,21826.53,9509.48,15698.05,0,0
TXN0000277,CUST0024,8/1/2024,25559.74,17993.18,4718.87,1623.77,11650.54,0,0
TXN0000278,CUST0024,9/1/2024,30644.35,21818.73,5860.65,5024.55,10933.53,0,0
TXN0000279,CUST0024,10/1/2024,29511.79,23904.1,9774.06,4133.02,9997.02,0,0
TXN0000280,CUST0024,11/1/2024,29038.23,24361.47,6436.22,3777.47,14147.78,0,0
TXN0000281,CUST0024,12/1/2024,32218.89,20445.4,10125.9,2523.86,7795.64,0,0
TXN0000282,CUST0024,1/1/2025,33060.69,20745.65,7708.88,2983.97,10052.79,0,0
TXN0000283,CUST0024,2/1/2025,33649.02,24617.41,10697.87,3345.53,10574.01,0,0
